rok,miasto,nazwa,sentence
2019,Kraków,Elektroniczne tablice informacyjne przy głównych arteriach,elektroniczny tablica informacyjny główny arteria
2019,Kraków,przystańMAM  stworzenie miejsc dla osób z małymi dziećmi,stworzyć osoba dziecko
2019,Kraków,Asocjacja Promotorów Radosnego Ptaka  szlaki ornitologiczne,asocjacja szlak ornitologiczny
2019,Kraków,Kultura w zasięgu ręku seniora,kultura zasięg ręka seniora
2019,Kraków,OW LAC ABA NA LATACH RZ DWOR GŁÓWNY,główny
2019,Kraków,Mobilne kapsuły inhalacyjnenowa jakość zdrowego oddechu,mobilny kapsuła jakość zdrowy oddech
2019,Kraków,Poprawa bezpieczeństwa na ul.Ręcznej,poprawa ręczny
2019,Kraków,Które Rondo Mogilskie,
2019,Kraków,Parking dla mieszkańców i pacjentów przychodni  Końcówek,parking mieszkaniec pacjent przychodni
2019,Kraków,Drzewa dla Cmentarza Rakowickiego,
2019,Kraków,Centrum Mechatroniki i Robotyki,
2019,Kraków,Budowa boiska wielofunkcyjnego w sercu Czyżyńskie osiedli,budowa wielofunkcyjny osieść
2019,Kraków,Miejski Relaks,
2019,Kraków,STUDENT Z WER  bezpłatne zajęcia dla studentów,student bezpłatny zająć student
2019,Kraków,Zazieleńmy Bulwar Wołyński,zazielenić
2019,Kraków,Park rozrywki na Chełmie,park rozrywka
2019,Kraków,Samoobsługowy Kraków,samoobsługowy
2019,Kraków,Strzelanie  bawi i uczy,strzelać bawić uczyć
2019,Kraków,Plac zabaw na Kurdwanowie  bezpiecznie i kreatywnie,plac zabawić bezpiecznie kreatywnie
2019,Kraków,MOK vs MOG  THERMO UBE  solarna altanka maluszka,moka versus solarny altanka maluszek
2019,Kraków,Cykl zawodów biegowych Moja przygoda z bieganiem,zawody biegowy przygoda biegać
2019,Kraków,Spływ kajakowy po Rudawie  nowa atrakcja dla krakowian,spływ kajakowy atrakcja krakowian
2019,Kraków,Parkuj w Podgórzu,parkować
2019,Kraków,Siłownia pod chmurką przy Kopcu Kosciuszki,siłownia
2019,Kraków,Roztańczone Kraków,roztańczyć
2019,Kraków,Biedrzycki Psi Wybieg,
2019,Kraków,Remont chodnika w ul.Kobierzyńskiej,remont chodnik kobierzyński
2019,Kraków,LEI TORNISTER  ROWE DZIECKO,lej tornister dziecko
2019,Kraków,Stop utonięciem Bezpiecznie nad wodą w Krakowie.,stopić woda
2019,Kraków,Bezpiecznie do Lidla nie połacie sobie nóg,bezpiecznie połać noga
2019,Kraków,Zdrowy Kraków  siła kobiet,zdrowy siła kobieta
2019,Kraków,Poskaczą razem   kolejne TRAMPOLINY w Bieńczycach,poskakać kolejny trampolina
2019,Kraków,Szkolenie żeglarskie kadr drużyn żeglarskich w Krakowie,żeglarski kadr drużyna żeglarski
2019,Kraków,Odnowa i zagospodarowanie parku przy ul. Łowickiego,odnowa zagospodarować park łowicki
2019,Kraków,Dzieci tkwiące tylko w sieci mają w głowie same śmieci,dziecko tkwieć sieć głowa
2019,Kraków,Budowa ogólnodostępnego placu zabaw przy ul. Cechowej ,budowa plac zabawić cechowy
2019,Kraków,Akademia Decjusza,akademia
2019,Kraków,Młynówka Królewska i Stara Krowodrza  Trasa Historyczna,młynówka
2019,Kraków,Kino dla Seniora   darmowych biletów do Kina Paradox,bilet
2019,Kraków,Budowa brodzika dla dzieci na basenie Wandzina,budowa brodzik dziecko basen
2019,Kraków,Solarny kącik wypoczynku w ogrodzie przy Krupniczej ,solarny kącik wypoczynek ogroda
2019,Kraków,Pełnia życia pełnia sił,pełnia pełnia siła
2019,Kraków,Kopiec Kościuszki  Pomnikiem Historii,kopiec
2019,Kraków,Dudi Ratownicy,
2019,Kraków,Święto Cykliczne ,
2019,Kraków,Teatr RodzINNY,teatr
2019,Kraków,Super Rodzic,super
2019,Kraków,Oświetlały Planty Bieńczyckie,oświetlać
