rok,miasto,nazwa
2020,Warszawa,Bezpieczne przedszkolaki. Przejście dla pieszych między Przedszkolem nr  a Nowym Teatrem
2020,Warszawa,"Więcej warzyw, poproszę! Warsztaty kuchni roślinnej dla rodzin"
2020,Warszawa,Festiwal Muzyki sPokoju im. W. Landowskiej
2020,Warszawa,Spokojni rodzice - trening panowania nad złością
2020,Warszawa,Klub Małego Pisarza – całoroczny cykl warsztatów pisarskich dla dzieci
2020,Warszawa,Renowacja Parku Cz. Szczubełka przy ul. Powsińskiej i Morszyńskiej
2020,Warszawa,Warsztaty ceramiczne dla seniorów
2020,Warszawa,Mokotowska zielona strefa sportu i rekreacji
2020,Warszawa,Festiwal dla myślących
2020,Warszawa,Kwietniki na latarniach przy ul Kwiatowej 
2020,Warszawa,Kino letnie na Stegnach
2020,Warszawa,"Więcej zieleni, krzewy i trawy dla Starego Mokotowa"
2020,Warszawa,Angielski dla dorosłych
2020,Warszawa,Grupowe treningi dla osób otyłych 
2020,Warszawa,Bezpieczne przejścia dla pieszych na ul. Batorego. Poszerzenie azylu dla pieszych  
2020,Warszawa,Zieleń przy ul. Joliot-Curie
2020,Warszawa,"Skwer Przyjazny Mieszkańcom przy Galerii Mokotów - zielone miejsce do odpoczynku, plac zabaw dla dzieci, siłownia, miejsce na spacer z psem -  pomiędzy ulicami Wołoską i Marynarską, przy przystanku tramwajowym Rondo UE"
2020,Warszawa,Nowa siłownia plenerowa w Parku Bartłomieja obok Szkoły Podstawowej nr  przy ul. Bokserskiej
2020,Warszawa,Zielono mi - wybieramy zieleń dla Mokotowa
2020,Warszawa,Zielona Dolina - plac zabaw
2020,Warszawa,Więcej tlenu dla mieszkańców - Platany na Sielcach
2020,Warszawa,Fun Run przygoda z mapą – Mokotów
2020,Warszawa,Aktywnie na Naszym Podwórku
2020,Warszawa,"Drzewa, krzewy, łąka na skwerze na Starym Mokotowie"
2020,Warszawa,Wyremontowanie prawej strony chodnika ul. Gierymskiego 
2020,Warszawa,Czas dla rodziny – zajęcia dla dzieci i warsztaty dla rodziców
2020,Warszawa,Klub Złotej Rybki - szkółka wędkarska
2020,Warszawa,"Ruch to zdrowie - fitness +, +, +"
2020,Warszawa,Bezpieczny początek ul. Racławickiej
2020,Warszawa,Zielony prostokąt w sercu Mokotowa
2020,Warszawa,Zielony Mokotów - nowe drzewa antysmogowe wzdłuż Alei Polski Walczącej
2020,Warszawa,"Lipowa Aleja Woronicza – remont chodnika, uzupełnienie szaty roślinnej oraz ustawienie ławek."
2020,Warszawa,Street Workout w Parku Dygata
2020,Warszawa,Wspólne robienie na drutach i szycie dla klimatu i integracji sąsiedzkiej
2020,Warszawa,Zakup nowości wydawniczych dla Bibliotek Publicznych w Dzielnicy Mokotów m.st. Warszawy
2020,Warszawa,Letni teatrzyk dla dzieci 
2020,Warszawa,Zielona enklawa przy ul. Woronicza
2020,Warszawa,Senior na Skwerze Gwiazda Polski  
2020,Warszawa,Rewitalizacja zieleni w rejonie skrzyżowania Al. Wilanowska i ul. Wita Stwosza
2020,Warszawa,Naturalny plac zabaw w sercu Starego Mokotowa
2020,Warszawa,Rozbudowa sieci publicznych toalet
2020,Warszawa,Zajęcia z robotyki dla dzieci i młodzieży
2020,Warszawa,Tablice informacyjne w Parku Morskie Oko
2020,Warszawa,"Wybieg dla psów, Sadyba przy parku Dygata (Sobieskiego - Powsińska)"
2020,Warszawa,Kulinarne wycieczki po Warszawie dla dzieci i młodzieży - wakacje  
2020,Warszawa,Rewitalizacja i modernizacja oświetlenia przy Pałacu Szustra w Parku Morskie Oko
2020,Warszawa,Garażówka Warszawska na Mokotowie -  wyprzedaży garażowych
2020,Warszawa,Nowy lokal dla Biblioteki Publicznej nr .
2020,Warszawa,Warsztaty ceramiczne dla dzieci i młodzieży
2020,Warszawa,Koncerty i zabawy muzyczne dla dzieci
2020,Warszawa,Zieleń zamiast betonu
2020,Warszawa,Strefa Sportu przy Szkole Podstawowej nr 
2020,Warszawa,Górka do wspinaczki z grotą do odpoczynku
2020,Warszawa,Biblioteka - moje miejsce zabawy - zakup drewnianych zabawek i gier edukacyjnych do mokotowskich bibliotek dziecięcych
2020,Warszawa,Rewitalizacja i uporządkowanie terenów zielonych ul. Gruszczyńskiego  i Obrzeżna  
2020,Warszawa,Trawnik to za mało - stwórzmy mini park przy Bachmackiej 
2020,Warszawa,Miejsca parkingowe dla Osiedla Bernardyńska
2020,Warszawa,"Dalsza modernizacja tzw. """"Woprówki"""" nad Jeziorkiem Czerniakowskim"
2020,Warszawa,Popołudnia z teatrem dla najmłodszych - przedstawienia dla dzieci w mokotowskich bibliotekach
2020,Warszawa,Rewitalizacja parku i placu zabaw – trampolina 
2020,Warszawa,Ogrody Baczyńskiego
2020,Warszawa,Warsztaty dla mieszkańców w Alternatywach 
2020,Warszawa,Sprzęt sportowy dla seniorów
2020,Warszawa,Mokotowskie multidyscyplinarne boisko dla małych i dużych
2020,Warszawa,Od klepiska do boiska - wielofunkcyjne boisko i plac do kalisteniki przy ul. Tynieckiej 
2020,Warszawa,"Chodnik na ""Suwaku"""
2020,Warszawa,"Bezpieczny, prosty chodnik - ul. Ligocka, przy Al. Niepodległości"
2020,Warszawa,Siłownia plenerowa
2020,Warszawa,Aktywny senior - poprzez ruch do zdrowia
2020,Warszawa,Poprawa bezpieczeństwa dzieci na przejściu dla pieszych przed Szkołą Podstawową przy ul. Wiktorskiej
2020,Warszawa,Radość dzieciaków - spokój i wygoda dorosłych
2020,Warszawa,Bezpiecznie na Naszym Podwórku
2020,Warszawa,Bezpieczne przejścia dla pieszych
2020,Warszawa,Pomóżmy kotom przetrwać zimę
2020,Warszawa,"Chodniki i parking dla ""Orków"" na Domaniewskiej przy Suwaku"
2020,Warszawa,Samoobrona dla dzieci i dorosłych oraz warsztaty przeciwdziałania przemocy rówieśniczej
2020,Warszawa,Łąka kwietna w Parku Sieleckim
2020,Warszawa,Zielona Bluszczańska
2020,Warszawa,Strefa relaksu w Parku Dygata
2020,Warszawa,Muzyczna Dorożka - koncerty dla rodzin z dziećmi na Mokotowie
2020,Warszawa,Więcej powietrza na Naszym Podwórku - nasadzenia drzew i krzewów
2020,Warszawa,Konkurs Literacki
2020,Warszawa,Remont chodników i nawierzchni w parku Korotyńskiego
2020,Warszawa,Potańcówki w Parku Szczęśliwickim 
2020,Warszawa,Zazielenienie i odnowienie nawierzchni łącznika ulicy Opaczewskiej i Dobosza (przejście od Biedronki do Skweru Dobrego Maharadży)
2020,Warszawa,Remonty chodników na lokalnych ulicach Starej Ochoty – część : Asnyka i Korzeniowskiego
2020,Warszawa,Zazieleniamy ochockie parkany - Szkoła Podstawowa nr   przy ulicy Majewskiego 
2020,Warszawa,Kino dyskusyjne dla malucha
2020,Warszawa,Zielone podwórko Bohdanowicza 
2020,Warszawa,Poznaj partnera lub przyjaciela
2020,Warszawa,Graffiti w Bibliotece „Pod Skrzydłami”
2020,Warszawa,Spotkania z muzyką klasyczną
2020,Warszawa,Stojaki rowerowe na ulicach Ochoty
2020,Warszawa,Nowe nasadzenia na Rakowcu
2020,Warszawa,Posadzenie krzewów przyjaznych małym ptakom
2020,Warszawa,"Zielone podwórko pomiędzy Częstochowską /, Częstochowską , Białobrzeską A,Nieborowską //, Częstochowska "
2020,Warszawa,"Więcej warzyw, poproszę! Warsztaty kuchni roślinnej dla rodzin"
2020,Warszawa,Zielony zakątek -  podwórko pomiędzy budynkami Częstochowska / Częstochowska  oraz Baśniowa  i Baśniowa  
2020,Warszawa,Więcej miejsc parkingowych na Rakowcu
2020,Warszawa,Zmieńmy Bibliotekę Przy Baleya w miejsce realizacji naszych pasji i potrzeb kulturalnych
2020,Warszawa,Doświetlenie podwórek na Rakowcu Racławicka 
2020,Warszawa,Monitoring w Parku Zachodnim
2020,Warszawa,"Rewitalizacja podwórka pomiędzy Budynkami Białobrzeska ,,, oraz Lelechowska "
2020,Warszawa,Kino letnie na Baśniówce
2020,Warszawa,Wiaty rowerowe na Rakowcu
2020,Warszawa,Wielofunkcyjny Stół Sportowy
2020,Warszawa,Rodzinny ogród zmysłów Na Fortach Korotyńskiego
2020,Warszawa,Remonty chodników na lokalnych ulicach Starej Ochoty – część : Joteyki (odcinek wschodni) i Reja (odcinek zachodni)
2020,Warszawa,Nowe nasadzenia na Rakowcu żywopłoty zamiast słupków
2020,Warszawa,Zimowe dokarmianie ptactwa w parkach Ochoty
2020,Warszawa,Z Ochotą przez historię - cykl prelekcji nt. dzielnicy Ochota 
2020,Warszawa,"Slam poetycki w Bibliotece. Spotkania Ludzi Amatorów Mowy, czyli Poeci na Start"
2020,Warszawa,Ścieżka biegowa na Polach Mokotowskich
2020,Warszawa,Trawniki ekologiczne na Dickensa
2020,Warszawa,Wymiana  latarń w parku Wielkopolski i na skwerze Sue Ryder
2020,Warszawa,Remont chodnika na ul. Wawelskiej – część  (Kolonia Staszica)
2020,Warszawa,Wakacje ze sportem na placu Baśniowym
2020,Warszawa,Zielony Drobiazg dla Ochoty- rewitalizacja zaniedbanego skwerku
2020,Warszawa,Przedstawienia teatralne dla dzieci w Bibliotece
2020,Warszawa,Rewitalizacja zieleni od ulicy Sękocińskiej 
2020,Warszawa,Odczarowane podwórko - ul. Częstochowska /
2020,Warszawa,Winda w Bibliotece „Pod Skrzydłami”
2020,Warszawa,Wymiana ławek w Parku Szczęśliwickim
2020,Warszawa,Youtuberzy w Bibliotece
2020,Warszawa,Ochoccy Rzemieślnicy i drugie życie przedmiotów - gra miejska
2020,Warszawa,Zielona Włodarzewska
2020,Warszawa,„Na ratunek naszej planecie” – spotkania w Bibliotece „Białobrzeska”.
2020,Warszawa,"Spotkania z dziennikarzami, podróżnikami, pisarzami angażującymi się w kwestie dotyczące ekologii oraz cykl spotkań poświęcony przybliżeniu idei wegetarianizmu, weganizmu, freeganizmu, zero waste."""
2020,Warszawa,Wieczory kultur świata
2020,Warszawa,"Remont chodnika, ulica Drygały, dojście do stacji PKP Rakowiec"
2020,Warszawa,Remonty chodników na lokalnych ulicach Starej Ochoty – część : Ładysława z Gielniowa (odcinek zachodni) i Zapolskiej
2020,Warszawa,Czytniki e-booków i e-booki w Przystanku Książka
2020,Warszawa,Bezpieczne chodniki
2020,Warszawa,Oświetlenie wielofuncyjnego boiska na Placu Baśniowym
2020,Warszawa,Remonty chodników na lokalnych ulicach Starej Ochoty – część : Dantyszka (odcinek zachodni) i Supińskiego
2020,Warszawa,"Zazieleniamy ochockie parkany -   przy Szkole nr , OSiR Ochota oraz utworzenie zielonej ściany na budynku MDK  od strony Szczęśliwicka / Białobrzeska, Rokosowska/"
2020,Warszawa,Komputer dla dużych i małych
2020,Warszawa,Edukacyjny Karmnik Dla Ptaków
2020,Warszawa,Remont chodnika na ul. Żwirki i Wigury
2020,Warszawa,II turniej piłkarski na Rakowcu (rodzinny piknik sportowy- dzień sportu na Rakowcu)
2020,Warszawa,"Bezpieczne i przyjazne przejście dla pieszych przez ul. Pasteura między budynkami Wydziału Matematyki, Informatyki i Mechaniki UW oraz Wydziału Fizyki UW"
2020,Warszawa,Doświetlenie skrzyżowania ulic Sąchockiej i Racławickiej w tym przejścia dla pieszych
2020,Warszawa,Ochockie warsztaty jazdy na rolkach
2020,Warszawa,Zazieleniamy ochockie parkany: ogrodzenie wokół Przedszkola nr 
2020,Warszawa,Wiaty rowerowe przy Szkole podstawowej nr 
2020,Warszawa,Doświetlenie ciągów pieszych na Rakowcu Grzeszczyka  i 
2020,Warszawa,Pasaż Braci Łopieńskich cały w kwiatach
2020,Warszawa,Czytanie na Dywanie - cykl zajęć dla dzieci w bibliotece
2020,Warszawa,Remont chodnika Racławicka 
2020,Warszawa,„Wieczory z klimatem” - cykl koncertów/recitali znanych artystów 
2020,Warszawa,Zazieleniamy ochockie parkany-Przedszkole nr  Al.Jerozolimskie A
2020,Warszawa,„Bajanie na polanie” w Parku Szczęśliwickim - cykl imprez dla dzieci 
2020,Warszawa,Mural - Ochota jak ze snów
2020,Warszawa,Estetyka ważna sprawa - wymiana ogrodzenia w SP  przy ul. Jasielskiej
2020,Warszawa,Zagospodarowanie pasa zieleni przed SP 
2020,Warszawa,Remont chodnika na ul. Wawelskiej – część  (Kolonia Lubeckiego)
2020,Warszawa,Kreatywnie i aktywnie - warsztaty rękodzielnicze
2020,Warszawa,Przedwojenne latarnie na Mochnackiego
2020,Warszawa,Poszerzenie parku Szczęśliwickiego poprzez wyburzenie nieużywanych szaletów
2020,Warszawa,Fitness w Parku Malickiego
2020,Warszawa,Remonty chodników na lokalnych ulicach Starej Ochoty – część : Rapackiego i Reja (odcinek wschodni)
2020,Warszawa,Zakup nowych zbiorów do bibliotek ochockich
2020,Warszawa,Renowacja i doświetlenie podwórza przy ul. Urbanistów
2020,Warszawa,Książkomat dla Ochockich Bibliotek
2020,Warszawa,"Brakujące odcinki chodników na Starej Ochocie (Szczęśliwicka, Winnicka, Pasteura, Banacha)"
2020,Warszawa,Stare płyty do lamusa - remont chodnika na Mołdawskiej
2020,Warszawa,Remont chodnika Racławicka  
2020,Warszawa,"Biblioteka opinii – spotkania z autorami, publicystami, ludźmi kultury"
2020,Warszawa,Joga na Ochocie
2020,Warszawa,Eko podwórko Racławicka  -  pierwsze podwórko z antysmogowym chodnikiem na Ochocie 
2020,Warszawa,Jaśniej w Malickim - dodatkowe latarnie
2020,Warszawa,Nasadzenia drzew i krzewów na ulicy Szczęśliwickiej
2020,Warszawa,Przejście dla pieszych na ulicy Stanisława Augusta przy numerze 
2020,Warszawa,"Zielone podwórka na Grochowie - ul. Darłowska, ul. Grenadierów, ul. Białowieska"
2020,Warszawa,Symulatory bezpiecznej jazdy
2020,Warszawa,Zakątek Prusa cd. - strefa relaksu przy XXXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im.Bolesława Prusa
2020,Warszawa,Na ratunek magnoliom w różance w Parku Skaryszewskim 
2020,Warszawa,Praga-Południe walczy ze smogiem. Sadzimy  szt. drzew zimozielonych
2020,Warszawa,Akrobatyka dla dzieci i młodzieży - zajęcia rekreacyjno-sportowe
2020,Warszawa,Kwiatowa Fieldorfa- wizytówka Gocławia
2020,Warszawa,"Skwer przy ul. Majdańskiej - rozbudowa placu zabaw dla dzieci starszych, kurtyna wodna, zieleń"
2020,Warszawa,Zajęcia dla dzieci i opiekunów w PROMie Kultury
2020,Warszawa,"Dość potykania się - remonty chodników na Grochowie i Gocławiu, a nawet Saskiej Kępie"
2020,Warszawa,Lekkoatletyka - w ramach projektu Sport dla Każdego na Stadionie Podskarbińska 
2020,Warszawa,Uniwersytet dziecięcy na Pradze-Południe 
2020,Warszawa,Ładniejsza zieleń wzdłuż ulicy Lotaryńskiej (nieopodal PROMu Kultury)
2020,Warszawa,Ławki patronów ulic z multimedialną prezentacją
2020,Warszawa,Zielona ul. Przeworska i ul. Chrzanowskiego
2020,Warszawa,"Rewitalizacja podwórka Dwernickiego, Wiatraczna, Chrzanowskiego, Mycielskiego"
2020,Warszawa,"Modernizacja oświetlenia na Stadionie Podskarbińska - w ramach projektu ""Sport dla Każdego"""
2020,Warszawa,Czyste jezioro i stawy w Parku Skaryszewskim
2020,Warszawa,"Piknik edukacyjny ""Bezpieczny pieszy - to świadomy pieszy"" "
2020,Warszawa,Animacyjnie na Pradze Południe 
2020,Warszawa,Nowoczesny Kompleks Sportowy w SP 
2020,Warszawa,Mobilny skatepark na Kamionku
2020,Warszawa,Uczymy się świata w teatrze życia - Cykl warsztatów i spotkań teatralnych dla dzieci
2020,Warszawa,Faun na delfinie- przywrócenie zdroju-rzeźby Jana Biernackiego na placu zabaw w Parku Skaryszewskim im. J. J. Paderewskiego
2020,Warszawa,Grochówka na Grochowie. Kulinarne spotkanie w plenerze.
2020,Warszawa,Piłka nożna - w ramach projektu Sport dla Każdego
2020,Warszawa,Gocław sport wśród zieleni - renowacja betonowego boiska do kosza
2020,Warszawa,Automatyczna toaleta miejska w Parku Skaryszewskim
2020,Warszawa,Bezpieczne i zielone ulice Pragi Południe II
2020,Warszawa,Skwerek Berek – Kwiatowa Rozłucka
2020,Warszawa,Zatoka postojowa i chodnik - ul. Przeworska 
2020,Warszawa,Duży plac zabaw dla małych dzieci na Gocławiu 
2020,Warszawa,"Aerial Joga, Aerial Hoop, Pilates - zajęcia ogólnorozwojowe"
2020,Warszawa,"Zagospodarowanie Parku Jeżogród na Gocławiu, Praga-Południe przy ul. Jugosłowiańskiej"
2020,Warszawa,"Czytanie książek to najpiękniejsza zabawa, jaką sobie ludzkość wymyśliła (W. Szymborska)-Zakup nowości książkowych i audiobooków dla  filii i oddziałów Biblioteki Publicznej "
2020,Warszawa,im. Zygmunta Jana Rumla w Dzielnicy Praga-Południe m.st. Warszawy
2020,Warszawa,"Nie chcesz mieć szczurów? Zadbaj o koty! – Dokarmianie, leczenie i sterylizacja kotów wolno żyjących  z Pragi - Południe oraz zakup/wykonanie zimowych budek z Pragi. Kontynuacja projektów z poprzednich edycji Budżetu 
		Zielona i pachnąca przystań na Gocławiu
		Nowy plac zabaw w Kolorowej Krainie
		Modernizacja boiska do piłki nożnej przy Szkole Podstawowej nr    im. Czesława Niemena w Warszawie przy ul. Zwycięzców    w  dzielnicy Praga Południe 
		Zmień Formę"" walka z nadwagą i otyłością u dzieci, młodzieży i dorosłych"
2020,Warszawa,"Jordanek na nowo. Budowa boiska, oświetlenia placu zabaw oraz montaż nowych zabawek"
2020,Warszawa,Skwer przy Domu Kultury Prom - kontynuacja projektu
2020,Warszawa,Skwerek przy Majdańskiej- budowa automatycznej toalety miejskiej 
2020,Warszawa,Bądź eko w każdym wieku - Cykl spotkań warsztatowych dla dorosłych w MAL
2020,Warszawa,Nowoczesna przestrzeń wokół SP 
2020,Warszawa,"Przyjazna Wspólna Droga - nasadzenie zieleni i drzew, nowa infrastruktura: przejścia dla pieszych, chodniki, miejsca postojowe"
2020,Warszawa,Oczyszczacze powietrza w bibliotekach 
2020,Warszawa,Strefa Street workout - w ramach Sport dla Każdego
2020,Warszawa,Siłownia w Prusie
2020,Warszawa,"Alejki w Parku Skaryszewskim przy ""Kąpiącej się"" "
2020,Warszawa,Kosze miejskie do segregacji śmieci
2020,Warszawa,Ścieżki edukacyjne przy Szkole Podstawowej Nr 
2020,Warszawa,Bezpłatne wypożyczalnie kajaków i desek sup na Pradze-Południe 
2020,Warszawa,Neonowy Gocław z szachownicą lotniczą
2020,Warszawa,Bezpieczny Gocław_Doświetlenie ulicy Brygady Pościgowej (odcinek od ul. Kwiatkowskiego)
2020,Warszawa,"Nie przestawaj czytać. Senior w bibliotece. Zakup lup, szkieł powiększających, oświetlenia oraz książek z dużymi literami dla seniorów"
2020,Warszawa,Wielkie rozpłytowanie - zieleń zamiast betonu na naszych podwórkach
2020,Warszawa,"Szanuj zieleń! - nie parkuj na trawniku - ul. Darłowska, ul. Grenadierów, ul. Białowieska - remont uliczek wewnętrznych i wydzielenie miejsc postojowych"
2020,Warszawa,Ratujemy drzewa Parku Skaryszewskiego - kontynuacja
2020,Warszawa,Nowoczesna biblioteka. Zakup  komputerów do bibliotek na Pradze-Południe
2020,Warszawa,Bezpieczna Makowska
2020,Warszawa,Skwerek berek - rozbudowa placu zabaw o urządzenie dla dzieci starszych
2020,Warszawa,Fun Run przygoda z mapą – Praga Południe
2020,Warszawa,Skwer Trzech Pokoleń
2020,Warszawa,Sportowy plac zabaw - w ramach projektu Sport dla Każdego na Stadionie Podskarbińska 
2020,Warszawa,Zielona Skaryszewska
2020,Warszawa,Nie potykaj się! Równe i bezpieczne chodniki na Grochowie i Gocławku
2020,Warszawa,Siłownia dla osób niepełnosprawnych - w ramach projektu Sport dla Każdego na Stadionie Podskarbińska
2020,Warszawa,"Trening seniora: gimnastyka, taniec, zdrowy kręgosłup, ćwiczenia w odciążeniu"
2020,Warszawa,Więcej zieleni na ul. Grochowskiej i Zwycięzców
2020,Warszawa,Jaśniej na Pradze Południe - brakujące latarnie
2020,Warszawa,Pas zieleni - pas zieleni - krzewy dla ptaków - łąka antysmogowa - Elsterska
2020,Warszawa,"Ułożenie płyt chodnikowych pod billboardem reklamowym przy Rondzie Wiatraczna, obok Galerii Grochów"
2020,Warszawa,"Wymiana nawierzchni tartanowej na Stadionie Podskarbińska- w ramach projektu ""Sport dla każdego"""
2020,Warszawa,Klub Małego Pisarza – całoroczny cykl warsztatów pisarskich dla dzieci
2020,Warszawa,"Eko-logika. Biblioteka miejscem kształtowania ""Ekokompetencji"" "
2020,Warszawa,Bezpieczna droga do szkoły - modernizacja ciągu pieszo-jezdnego ulicy Rogalskiego oraz poszerzenie łącznika pieszego z ulicą Jana Nowaka Jeziorańskiego o ścieżkę rowerową
2020,Warszawa,"Miasto moje, a w nim – najpiękniejszy mój sen – spotkania varsavianistyczne dla dorosłych i dzieci"
2020,Warszawa,Kolorowe chodniki - gry terenowe - projekt pilotażowy
