rok,miasto,nazwa
2019,Łódź,Znak skrzyżowania z pierwszeństwem przejazdu. 
2019,Łódź,Dumni z Łodzi - mural upamiętniający. 
2019,Łódź,Zakup nowych książek dla Filii nr  Biblioteki Miejskiej. 
2019,Łódź,Utworzenie parkingu przy ul. Łukasińskiego między ul. Kasową i ul. J.Słowackiego. 
2019,Łódź,Rozbudowa i modernizacja parkingu przy ul. Łukasińskiego między ul. Rzgowską i ul. Kasowa. 
2019,Łódź,Rekultywacja trawnika wzdłuż torowiska na ul. Dąbrowskiego. 
2019,Łódź,Zakup nowości książkowych oraz audiobooków. 
2019,Łódź,Zakup nowości książkowych oraz audiobooków. 
2019,Łódź,Unormowanie parkowania wzdłuż ul. Dąbrowskiego - montaż słupków + nasadzenia. 
2019,Łódź,Tablice dynamicznej informacji pasażerskiej na przystankach tramwajowych – Chojny – Dąbrowa. 
2019,Łódź,Tablice dynamicznej informacji pasażerskiej na przystankach tramwajowych - Piastów-Kurak. 
2019,Łódź,Remont łazienki. 
2019,Łódź,Wymiana podłóg w salach dziecięcych Żłobka nr . 
2019,Łódź,Uzupełnienie chodnika w Parku im. Legionów. 
2019,Łódź,Ścieżka rowerowa w Parku im. Legionów 
2019,Łódź,Przyjazny i bezpieczny Park im. J. Słowackiego (dawn. Park Wenecja). Montaż oświetlenia-latarni LED wzdłuż alejek spacerowych. 
2019,Łódź,Naprawa nawierzchni ul. Popioły. 
2019,Łódź,Bezstresowy dzwonek w SP . 
2019,Łódź,"Zakup nowości wydawniczych do biblioteki, Filii Nr . "
2019,Łódź,Tężnia. 
2019,Łódź,Remont ul. Osobliwej. 
2019,Łódź,"STAWY JANA - bezpłatne imprezy - ""Dzień Dziecka"" i Pożegnanie Lata"". Warsztaty plastyczne dla dzieci i seniorów w SP . "
2019,Łódź,"Wyposażenie grup dziecięcych w obiekcie, Żłobek Nr , ul. Lelewela . "
2019,Łódź,Kolorowy i bezpieczny plac zabaw. 
2019,Łódź,Remont Sali zabaw dla dzieci z najmłodszej grupy. 
2019,Łódź,CHOJNY ZATORZE - nowoczesny plac zabaw dostosowany do potrzeb dzieci niepełnosprawnych przy ul. Kongresowej. 
2019,Łódź,"CHOJNY ZATORZE– PARK REKREACYJNO – WYPOCZYNKOWY dla mieszkańców w każdym wieku, z dostosowaniem dla dzieci niepełnosprawnych. Etap I. "
2019,Łódź,Nowoczesny plac zabaw dla dzieci w PM nr . 
2019,Łódź,Lustra drogowe na skrzyżowaniu Rogozińskiego/Cieszkowskiego. 
2019,Łódź,Komfortowy parking na Nowym Rokiciu. 
2019,Łódź,Nowa ulica Komfortowa – remont nawierzchni jezdni i chodnika. 
2019,Łódź,Remont zewnętrznych ciągów komunikacyjnych przy obiekcie Żłobek nr  ul. Lelewela . 
2019,Łódź,Zakup książek dla czytelników Filii nr  Biblioteki Miejskiej. 
2019,Łódź,Plac zabaw dostosowany dla osób niepełnosprawnych. 
2019,Łódź,Zakup książek i audiobooków dla czytelników biblioteki przy ul. Natalii . 
2019,Łódź,Modernizacja szatni uczniowskiej SP . 
2019,Łódź,Kącik relaksu w SP . 
2019,Łódź,Wymiana chodnika wzdłuż ul. Łącznej. 
2019,Łódź,Nowy ciąg pieszo jezdny. 
2019,Łódź,Wyrównanie i utwardzenie terenu. 
2019,Łódź,Plac zabaw i chodniki wokół bloków. 
2019,Łódź,Nowy chodnik. 
2019,Łódź,"Modernizacja boiska wielofunkcyjnego sportowego o sztucznej nawierzchni przy SP , ul. Unicka . "
2019,Łódź,Rewitalizacja parku Dąbrowskiego. 
2019,Łódź,Oświetlenie dla ulic: Jastarnia i Baśniowa. 
2019,Łódź,Plac miejski przed kościołem Zmartwychwstania Pańskiego. 
2019,Łódź,Zakup fotopułapki z modułem GSM 
2019,Łódź,Sygnalizacja świetlna uruchamiana przyciskiem przez pieszych przy przejściu przez Jana Pawła II w okolicy Rogozińskiego. 
2019,Łódź,Budowa boiska do piłki siatkowej plażowej przy XXXI LO. 
2019,Łódź,Budowa boiska wielofunkcyjnego przy XXXI LO. 
2019,Łódź,Przebudowa i modernizacja placu zabaw w Parku im. J. Słowackiego. 
2019,Łódź,Czytanie z Reymontem - zakup nowości wydawniczych i audiobooków dla czytelników Filii . 
2019,Łódź,NOWOCZESNE TECHNOLOGIE W SZKOLE - sprzęt komputerowy dla SP . 
2019,Łódź,Projekt multimedialnej pracowni polonistycznej w SP . 
2019,Łódź,"„Na ćwiczenia zawsze pora- Od młodego do seniora""- Siłownia zewnętrzna w SP . "
2019,Łódź,Projekt polonistycznej pracowni kinowo-teatralnej w SP . 
2019,Łódź,Nowoczesna pracownia historyczna w SP . 
2019,Łódź,Powierzchnia poliuretanowa z liniami do lekkoatletyki i gier zespołowych. 
2019,Łódź,Wymiana stolarki okiennej w SP . 
2019,Łódź,Remont ogrodzenia w PM . 
2019,Łódź,Super kuchnia w PM . 
2019,Łódź,"BEZPIECZNIE, KOLOROWO I NOWOCZEŚNIE w SP  - remont korytarzy i doposażenie pracowni. "
2019,Łódź,Bulwar spacerowy nad rzeką Olechówką - Etap I. 
2019,Łódź,Bulwar spacerowy nad rzeką Olechówką - Etap II. 
2019,Łódź,Bulwar spacerowy nad rzeką Olechówką - Etap III. 
2019,Łódź,PARK DLA OSIEDLA KURCZAKI. Teren wypoczynkowo - rekreacyjny pomiędzy ul. Św. Wojciecha a rzeką Olechówką. 
2019,Łódź,STAWY JANA - etap VII. Zagospodarowanie przyłączonego terenu zielenią i małą architekturą. Więcej dostępnych toalet w r. 
2019,Łódź,Wyposażenie placu zabaw dla dzieci. 
2019,Łódź,"„Od przedszkola do seniora "". Zakup książek dla biblioteki przy ul . Bednarskiej. "
2019,Łódź,Wyposażenie pomieszczeń żłobka. 
2019,Łódź,Wyposażenie ogrodu dla dzieci. 
2019,Łódź,Cyklinowanie podłóg w Żłobku. 
2019,Łódź,"„Bezpiecznie przed szkołą"" - wymiana nawierzchni chodników, skweru i parkingu przed SP  im. Orląt Lwowskich. "
2019,Łódź,Wyposażenie edukacyjne dla Żłobka. 
2019,Łódź,Wymiana drzwi wewnętrznych w Żłobku. 
2019,Łódź,Miejsca postojowe – róg Dąbrowskiego - Kossaka. 
2019,Łódź,Rowerowe Rokicie. 
2019,Łódź,Przebudowa drogi wewnętrznej wraz z chodnikiem ul. Ciołkowskiego . 
2019,Łódź,Zagospodarowanie terenu - budowa miejsc postojowych i budowa chodnika wzdłuż bloku ul. Ciołkowskiego . 
2019,Łódź,Zabawa na świeżym powietrzu to najlepsze lekarstwo. 
2019,Łódź,Remont kuchni właściwej wraz z zapleczem kuchennym oraz ciągiem gastronomicznym. 
2019,Łódź,Nowoczesne technologie wspomagające rozwój dziecka w Przedszkolu . 
2019,Łódź,Nad Nerem - Nordic Walking z trenerem! 
2019,Łódź,Nowoczesny Park Dąbrowskiego - plac zabaw. 
2019,Łódź,Zakup wyposażenia do działu terapeutycznego w  DPS. 
2019,Łódź,"Modernizacja ul. Pięknej - nowe nawierzchnie, przebudowa oświetlenia, rekultywacja terenów zielonych. "
2019,Łódź,Stawiamy na sprawną młodzież w ZSEiU ul. Astronautów . 
2019,Łódź,Budowa kompleksu rekreacyjno-sportowego na terenie ZSEiU ul. Astronautów . 
2019,Łódź,Na Wiskitnie nordic walking kwitnie! 
2019,Łódź,Miejsca postojowe. 
2019,Łódź,"„Patio dla malucha"". "
2019,Łódź,"„Maluchy w świecie nowoczesnych technologii"" - zakup zestawów multimedialnych dla dzieci z PM . "
2019,Łódź,".,Biegaj, skacz i baw się"" - rewitalizacja placu zabaw w PM . "
2019,Łódź,"„Tajemniczy ogród"" — stworzenie otwartej przestrzeni edukacyjnej na terenie PM . "
2019,Łódź,Zapraszamy do odpoczynku na nowym placu zabaw w ogrodzie PM . 
2019,Łódź,Zapraszamy do zabawy małe dzieci na nowym placu zabaw przy PM . 
2019,Łódź,Rewitalizacja i modernizacja ogrodu w  DPS. 
2019,Łódź,Plac zabaw na ul. Ruchliwej. 
2019,Łódź,"„Z angielskim na co dzień"" - doposażenie PM  w pomoce dydaktyczne do nauki języka angielskiego. "
2019,Łódź,Plac zabaw na Rudzie. 
2019,Łódź,Deptak rekreacyjny wzdłuż rzeki Olechówki pomiędzy ul. Rzemieślniczą i ul Dumną - etap I. 
2019,Łódź,Kino plenerowe przy skwerze Dubaniewicza. 
2019,Łódź,"„Bezpieczne Przedszkole"" - montaż rolet antywłamaniowych w PM . "
2019,Łódź,Uporządkowanie ul. Lokatorskiej - remont zdewastowanych fragmentów chodnika. 
2019,Łódź,Parking pod przedszkolem nr  (opcjonalnie z chodnikiem na ul. Ekonomicznej). 
2019,Łódź,"DINUSIOWE PRZEDSZKOLAKI Mają oto pomysł taki, by ulepszyć swoje sale. Więc pomóżmy im wytrwale! "
2019,Łódź,Zakup sprzętu multimedialnego dla PM . 
2019,Łódź,Młynek cudowny odpoczynek - gdzie woda czysta i trawa zielona. 
2019,Łódź,Młynek cudowny odpoczynek - gdzie strumyk płynie z wolna… 
2019,Łódź,"Zakup książek- nowości wydawniczych i lektur dla Filii  BM, ul. Tatrzańska  (filia dla Dzieci i Młodzieży, pawilon Dąbrówka). "
2019,Łódź,Filia : Zbiory biblioteczne dla czytelników. 
2019,Łódź,Parkowe akcje animacje na Stefku! 
2019,Łódź,Ping-pong dla młodych. 
2019,Łódź,RADOSNY PLAC ZABAW- remont i doposażenie placu zabaw przy SP  im. Ludwiki Wawrzyńskiej. 
2019,Łódź,Plac zabaw Lecznicza-Łukasińskiego. 
2019,Łódź,Piaseczna – nie Bagnista. 
2019,Łódź,Ażury wzdłuż Podmiejskiej – Park Lecznicza. 
2019,Łódź,PRACOWNIA TECHNICZNA ... CIĄG DALSZY-doposażenie istniejącej pracowni w SP  im. Ludwiki Wawrzyńskiej. 
2019,Łódź,Grill w Parku Dąbrowskiego. 
2019,Łódź,Rzgowska  - usiądź odpocznij sobie. 
2019,Łódź,KOLOROWE SZATNIE - remont szatni dla uczniów przy SP  im. L. Wawrzyńskiej. 
2019,Łódź,Nowoczesna szkoła XXI wieku - odnowienie sal lekcyjnych w SP  im. L. Wawrzyńskiej. 
2019,Łódź,"„Bezpieczeństwo w szkole i wokół niej"" - wymiana ogrodzenia, modernizacja chodników, budowa ciągów komunikacyjnych, modernizacja szatni. "
2019,Łódź,Przedszkole pod Żyrafą zaprasza do ogrodowej dżungli. 
2019,Łódź,Remont podjazdu dla wózków dziecięcych i schodów prowadzących do wejścia. 
2019,Łódź,Zakup książek dla czytelników Filii nr  Biblioteki Miejskiej przy Cieszkowskiego a. 
2019,Łódź,Doposażenie pomieszczenia siłowni w IX LO. 
2019,Łódź,Budowa boiska do piłki nożnej wraz z bieżnią okrężną przy Szkole Mistrzów Kokoro Chojny-Dąbrowa. 
2019,Łódź,Budowa bieżni  m i bieżni do skoku w dal - Szkoła Mistrzów Kokoro - Chojny-Dąbrowa. 
2019,Łódź,Książki i audiobooki dla wszystkich: od juniora do seniora. 
2019,Łódź,Parking i dojazd wzdłuż budynku Broniewskiego . 
2019,Łódź,Parking i CPJ pomiędzy ul. Malczewskiego i ul. Karpia i chodnik wzdłuż ul. Karpia /. 
2019,Łódź,Multimedialna szkoła - wykorzystanie technologii informacyjno - komunikacyjnej w nauczaniu - SP  szkołą dla Europejczyka. 
2019,Łódź,Mini kompleks sportowy- budowa boiska do siatkówki plażowej wraz z zewnętrzną siłownią. 
2019,Łódź,Stawy Stefańskiego - parking wzdłuż Patriotycznej. 
2019,Łódź,Kino plenerowe - Stawy Stefańskiego vol.. 
2019,Łódź,Przebudowa skarpy zieleni i zwężenie szerokiego chodnika w celu stworzenia miejsc parkingowych na ul. Rydla od Rydza Śmigłego. 
2019,Łódź,Przebudowa pasa zieleni - klepiska na miejsca parkingowe wzdłuż zachodniej części Deotymy do części południowej Wyższej. 
2019,Łódź,Budowa małego parkingu z wjazdem od ul. Rydla. 
2019,Łódź,Normalizacja - ujednolicenie infrastruktury drogowo chodnikowej na ul. Deotymy. 
2019,Łódź,Ul. Brydżowa – OdNowa. 
2019,Łódź,Zapraszamy na porady i zabiegi rehabilitacyjne. 
2019,Łódź,Zmieniamy przychodnię przy ul. Odrzańskiej  - III etap prac inwestycyjnych. 
2019,Łódź,Ginekologia XXI w. - modernizacja i doposażenie poradni położniczo-ginekologicznej w przychodni przy ul. Cieszkowskiego . 
2019,Łódź,Poprawa stanu sanitarno-higienicznego ciągów komunikacyjnych i węzłów sanitarnych w przychodni przy ul. Rzgowskiej . 
2019,Łódź,Zielony zakątek na Podgórnej - skwer sąsiedzki. 
2019,Łódź,"Nasadzenia krzewów za przystankiem autobusowym, ul. Paradna . "
2019,Łódź,Wymiana wiaty przystanku autobusowego Paradna – Matek Polskich. 
2019,Łódź,Uprzątnięcie terenu wzdłuż rzeki Olechówki od mostku na Stawach Jana do ul. Płynnej. 
2019,Łódź,Budowa tężni solankowej na terenie kompleksu Stawy Jana. 
2019,Łódź,Ławeczka. 
2019,Łódź,Kobiety Nowej Ery Dbają o Zdrowie i Urodę. 
2019,Łódź,W zdrowym ciele zdrowy duch! Boisko dla dzieci ze Szkoły podstawowej i liceum SPSK. 
2019,Łódź,Poprawa bezpieczeństwa na przejściu dla pieszych przez ul. Dąbrowskiego / Podhalańska / Nałkowskiej. 
2019,Łódź,Zróbmy sobie parking! 
2019,Łódź,Kanalizacja deszczowa dla Osiedla Wiskitno. 
2019,Łódź,Rewitalizacja skweru im. św. M. Kolbe. 
2019,Łódź,Rewitalizacja i doposażenie istniejącego placu zabaw wraz z przylegającymi ogólnodostępnymi miejscami parkingowymi. 
2019,Łódź,"Butelkomat na Stawach Jana, czyli koniec z porozrzucanymi butelkami plastikowymi i szklanymi. "
2019,Łódź,"Sygnalizacja przy skrzyżowaniu Kalinowskiego-Gościniec, czyli bezpieczny powrót do domu uczniów SP. "
2019,Łódź,Kompleks rekreacyjno - sportowy przy SP  im. J. Machulskiego. 
2019,Łódź,Pomóż Strażakom skuteczniej ratować! - Zakup specjalistycznego sprzętu dla OSP Łódź – Wiskitno. 
2019,Łódź,"Chocianowicka, Sanitariuszek (remonty wjazdów, nowe chodniki, bezpieczne przejścia, wygodne przystanki)  Etap "
2019,Łódź,Adaptacja pomieszczenia na siłownię w budynku szkoły przy ul. Bohdanowicza . 
2019,Łódź,Adaptacja pomieszczenia na bibliotekę w budynku szkoły przy ul. Bohdanowicza . 
2019,Łódź,Maluch na scenie. 
2019,Łódź,Przedszkolak przy tablicy. 
2019,Łódź,", ,  .... Talk to me! - pracowania językowa w SP . "
2019,Łódź,Utworzenie wielofunkcyjnego boiska sportowego przy SP  przy ul. Podmiejskiej . 
2019,Łódź,Modernizacja szatni szkolnej w SP  im. J. Machulskiego. 
2019,Łódź,"Chocianowicka, Łaskowice (remonty wjazdów, nowe chodniki, bezpieczne przejścia, wygodne przystanki)  Etap "
2019,Łódź,"Chocianowicka, Łaskowice (remonty wjazdów, nowe chodniki, bezpieczne przejścia, wygodne przystanki)  Etap "
2019,Łódź,"Uzupełniamy zieleń na Osiedlu Nad Nerem (czyste powietrze, mniej hałasu). "
2019,Łódź,"Chocianowicka, Łaskowice (remonty wjazdów, nowe chodniki, bezpieczne przejścia, wygodne przystanki)  Etap. "
2019,Łódź,Gabinet terapii. 
2019,Łódź,"Chodnik po stronie południowej bloku , prowadzący do przystanku autobusowego, łączący Gojawiczyńskiej z K.W.P. . "
2019,Łódź,"Bezpieczne przejście dla pieszych, przez ul. Śląską przy ul. K.W.P. - dojście do przystanków autobusowych. "
2019,Łódź,Centrum nauk przyrodniczych i integracji międzypokoleniowej w Zespole Szkól Ogólnokształcących nr . 
2019,Łódź,Kolorowa -tka- modernizacja SP . 
2019,Łódź,Ruda walczy ze smogiem. Czujniki jakości powietrza na szkołach i przedszkolach. 
2019,Łódź,Zajęcia fizyczne z elementami samoobrony poprawiające koordynację ruchową dla osiedla Wiskitno. 
2019,Łódź,Zajęcia fizyczne z elementami samoobrony poprawiające koordynację ruchową dla osiedla Chojny. 
2019,Łódź,Doposażenie siłowni w budynku szkoły przy ul. Bohdanowicza . 
2019,Łódź,Zajęcia fizyczne z elementami samoobrony poprawiające koordynację ruchową dla osiedla Nad Nerem. 
2019,Łódź,Zajęcia fizyczne z elementami samoobrony poprawiające koordynację ruchową dla osiedla Ruda. 
2019,Łódź,Rewitalizacja ławek w parku im. J. Dąbrowskiego. 
2019,Łódź,Rewitalizacja siłowni miejskiej w parku im. J. Dąbrowskiego. 
2019,Łódź,Rewitalizacja placu zabaw w parku im.Reymonta. 
2019,Łódź,Rewitalizacja boiska na terenie parku im. J. Dąbrowskiego. 
2019,Łódź,SOSNY NA SOSNOWEJ – Bezpiecznej i Nowej. 
2019,Łódź,SOSNOWA LETNIA SCENA KONCERTOWA. 
2019,Łódź,"Unihokej bawi, uczy i wychowuje - ogólnodostępne zajęcia sportowe dla dzieci i młodzieży. "
2019,Łódź,"Unihokej bawi, uczy i wychowuje. Ogólnodostępne zajęcia sportowe dla dzieci i młodzieży. "
2019,Łódź,"Unihokej bawi, uczy i wychowuje - ogólnodostępne zajęcia sportowe dla dzieci i młodzieży. "
2019,Łódź,Remont chodnika pomiędzy ul. Zaolziańską a Wiwulskiego. 
2019,Łódź,Remont chodnika przy ul. Budowlanej. 
2019,Łódź,Bezpieczny parking przed PM . 
2019,Łódź,Zdroje uliczne na „Młynku”. 
2019,Łódź,Bezpieczne skrzyżowanie. 
2019,Łódź,Ułatwienie skrętu z ul. Cieszkowskiego w Obywatelską. 
2019,Łódź,"Więcej tlenu, mniej smogu. "
2019,Łódź,Nasadzenia antysmogowe dla Rudy. 
2019,Łódź,Łatwy i bezpieczny dojazd do domu. 
2019,Łódź,"Po równej drodze do szkoły, przedszkola i domu. "
2019,Łódź,Tor rolkowy z widokiem - wykorzystanie nieczynnego wiaduktu nad ul. Bartoszewskiego. 
2019,Łódź,Budowa chodnika ul. Kolumny -. 
2019,Łódź,Zielone przystanki na Os. Chojny-Dąbrowa. 
2019,Łódź,Budowa chodnika i przejść dla pieszych na skrzyżowaniu ul. Łaskowice i Sanitariuszek. 
2019,Łódź,Parking pod przedszkolem nr  (opcjonalnie z chodnikiem na ul. Ekonomicznej). 
2019,Łódź,Zakup pojazdu Ratownictwa Specjalistycznego do przewozu psów ratowniczych w OSP GRS Łódź- Jędrzejów. 
2019,Łódź,Rozbudowa placu zabaw w Parku Osiedlowym Nad Nerem. 
2019,Łódź,"Unihokej bawi, uczy i wychowuje - ogólnodostępne zajęcie sportowe dla dzieci i młodzieży. "
2019,Łódź,"PM  - TARAS - naszym miejscem do odpoczynku, zabawy, doświadczeń. "
2019,Łódź,"PM  - cyklinowanie, konserwacja parkietów. "
2019,Łódź,PM  - ogrodzenie przedszkola - po pierwsze bezpieczeństwo. 
2019,Łódź,Street Workout Park w Twojej okolicy – Park Sielanka. 
2019,Łódź,Wymiana chodnika i budowa miejsc parkingowych na ul. Czahary między ul. Zalewową i ul. Torfową. 
2019,Łódź,Z Kulturą Za Pan Brat Od Najmłodszych Lat. 
2019,Łódź,Strefy relaksacyjno-rekreacyjne w SP . 
2019,Łódź,Ruch to Zdrowie. 
2019,Łódź,Z Kulturą Za Pan Brat Od Najmłodszych Lat. 
2019,Łódź,Stworzenie Centrum Multimedialnego w SP . 
2019,Łódź,Ruch to Zdrowie. 
2019,Łódź,Z Kulturą Za Pan Brat Od Najmłodszych Lat. 
2019,Łódź,Z Kulturą Za Pan Brat Od Najmłodszych Lat. 
2019,Łódź,RONDO PRZY LODOWEJ - budowa ronda na skrzyżowaniu ulic Dąbrowskiego / Lodowa. 
2019,Łódź,RONDO ŁASKOWICE - zmiany w dokumentacji projektowej przebudowy ulicy Nad Dobrzynką. 
2019,Łódź,Bezpieczna nawierzchnia w PM . 
2019,Łódź,Ulica Przyborowskiego przyjazna dla mieszkańców i rodziców dzieci z PM  i  oraz SP  i . 
2019,Łódź,"BEZPIECZNA DROGA do „Stawów Stefańskiego"". "
2019,Łódź,Górniak - osiedle przyjazne mieszkańcom. 
2019,Łódź,  godzin miłości. Opieka pozamedyczna dla dzieci z hospicjum. 
2019,Łódź,Tablica dynamicznej informacji pasażerskiej na pętli autobusowej Łódź – Chojny. 
2019,Łódź,Nowoczesna fontanna podłogowa na Stawach Jana. 
2019,Łódź,Modernizacja krawężników na ul. Burtowej. 
2019,Łódź,Modernizacja krawężników na ul. Dubois. 
2019,Łódź,Więcej zieleni w Parku Sielanka. 
2019,Łódź,Wymiana drzwi na pierwszym piętrze w SP  im. L. Staffa. 
2019,Łódź,Łódź dla ptaków - czyli działamy na rzecz ptasiej społeczności. 
2019,Łódź,Budowa placu zabaw dla dzieci w obrębie ul. Lotnej i ul. Bałtyckiej. 
2019,Łódź,MAMY przestrzeń na Skwerze Dubaniewicza. 
2019,Łódź,Kaczy Catering w Parku na Młynku. 
2019,Łódź,MAMY przestrzeń na Stawach Jana. 
2019,Łódź,Zakup wyposażenia do kuchni w żłobku nr . 
2019,Łódź,MAMY przestrzeń na Stawach Stefańskiego. 
2019,Łódź,"„Dziesiątka - bezpieczna i nowoczesna"" - modernizacja SP . "
2019,Łódź,Kaczy Catering w Parku Sielanka. 
2019,Łódź,Kaczy Catering na Stawach Jana. 
2019,Łódź,Kaczy Catering na Stawach Stefańskiego. 
2019,Łódź,"Bezpieczna droga do szkoły- sygnalizacja „na żądanie"" na przejściu dla pieszych ul. Św. Rafała Kalinowskiego przy ul. Gościniec . "
2019,Łódź,Remont tarasu. 
2019,Łódź,Zakup wyposażenia. 
2019,Łódź,Remont kuchni. 
2019,Łódź,Piknik rodzinny z mapą. 
2019,Łódź,Wymiana chodnika i budowa miejsc parkingowych na ul. Czahary między ul. Zalewową i ul. Torfową. 
2019,Łódź,DOPOSAŻENIE PLACU ZABAW DLA DZIECI (rejon ulic: Odrzańska – Uroczysko – Teodorowicza). 
2019,Łódź,"Park Rejtana w filmowej odsłonie - projekcje „pod chmurką"" filmów dla dzieci i rodziców. "
2019,Łódź,MAMY przestrzeń w Parku Legionów. 
2019,Łódź,MAMY przestrzeń w Parku ”Na Młynku”. 
2019,Łódź,MAMY przestrzeń w Parku Dąbrowskiego. 
2019,Łódź,REWITALIZACJA PARKU - Skwer Dubaniewicza. 
2019,Łódź,PODŚWIETLANA FONTANNA- Skwer Dubaniewicza. 
2019,Łódź,PARK MŁODOŚCI zamiast Skweru imienia Henryka Dubaniewicza - przywracamy historyczną nazwę. 
2019,Łódź,BEZPIECZNY BEZOBSŁUGOWY PARK LINOWY - Skwer Dubaniewicza. 
2019,Łódź,Monitoring Miejski - Skwer Dubaniewicza. 
2019,Łódź,KURTYNA WODNA NA UPAŁY-Skwer Dubaniewicza. 
2019,Łódź,Ograniczanie bezdomności zwierząt na terenie osiedla Górniak. 
2019,Łódź,"Na sportowo w SP , ul. Przyszkole . "
2019,Łódź,Odrodzenie starego placu zabaw. 
2019,Łódź,Park linowy – plac zabaw dla starszaków. 
2019,Łódź,Ograniczanie bezdomności zwierząt na terenie osiedla Nad Nerem. 
2019,Łódź,Stworzenie nowych miejsc parkingowych na Tagore i Rogozińskiego. 
2019,Łódź,Na Dąbrowie po zdrowie - zajęcia gimnastyki zdrowotnej. 
2019,Łódź,Kaczy Catering w Parku Reymonta. 
2019,Łódź,MAMY przestrzeń w Parku przy Leczniczej. 
2019,Łódź,MAMY przestrzeń w Parku Reymonta. 
2019,Łódź,Biegacze kontra SMOG na Rudzie. 
2019,Łódź,Modernizacja szkolnej siłowni i zakup sprzętu do sali bilardowej. 
2019,Łódź,Dajmy radość dzieciom z domów dziecka i rodzin zastępczych na Górniaku. 
2019,Łódź,"„Kuchnia z różnych stron świata"". "
2019,Łódź,Do zobaczenia. 
2019,Łódź,„Sztajerek na fajfie”. 
2019,Łódź,Animal Patrol-na ratunek zwierzętom. 
2019,Łódź,Boisko wielofunkcyjne dla mieszkańców Chojen. 
2019,Łódź,Ograniczanie bezdomności zwierząt na terenie osiedla Piastów-Kurak. 
2019,Łódź,Stawy w mieście ostoją dzikiej przyrody - Park Reymonta. 
2019,Łódź,Turystyczna linia tramwajowa. 
2019,Łódź,Turystyczna linia tramwajowa. 
2019,Łódź,Odpocznij sobie na Chojnach. 
2019,Łódź,Rowerowe PIT STOPY na osiedlu Chojny. 
2019,Łódź,Bezpieczny chodnik. 
2019,Łódź,Odkorkowanie Obywatelskiej dla samochodów oraz MPK. Część . 
2019,Łódź,ECO PIES - zakup i montaż koszy na psie odchody przy ul. Bednarskiej . 
2019,Łódź,Odkorkowanie Obywatelskiej dla samochodów oraz MPK. Poszerzenie drogi pod bus pas. 
2019,Łódź,"PIĘKNIEJSZA BEDNARSKA - zagospodarowanie podwórka pod blokiem , posadzenie drzew, montaż ławek. "
2019,Łódź,BAJECZNY PLAC ZABAW - remont i doposażenie placu zabaw przy ul. Bednarskiej /. 
2019,Łódź,Koniec przejścia podziemnego Pabianicka-Dubois. Wymalujmy pasy! 
2019,Łódź,Koniec przejścia podziemnego Pabianicka-Łukowa -Prądzyńskiego. Wymalujmy pasy! 
2019,Łódź,Dodatkowe miejsca do parkowania przy Rolniczej. 
2019,Łódź,Plac zabaw na Łukowej. 
2019,Łódź,MODERNIZACJA TARASU PRZEDSZKOLNEGO- remont tarasu przy PM . 
2019,Łódź,Modernizacja i wymiana stolarki drzwiowej w PM  . 
2019,Łódź,NOWOCZESNY I PRZYJAZNY PLAC ZABAW - remont i doposażenie placu zabaw przy PM . 
2019,Łódź,Cywilizowanie ul. Rolniczej. 
2019,Łódź,Stacja monitoringu jakości powietrza. 
2019,Łódź,EFR- uczymy się skutecznie pomagać – Górniak. 
2019,Łódź,Przebudowa i doposażenie placu zabaw na Skwerze im. Św. M.M. Kolbego. 
2019,Łódź,Przebudowa i doposażenie placu zabaw w Parku im. J. Słowackiego. 
2019,Łódź,Ograniczanie bezdomności zwierząt na terenie osiedla Ruda. 
2019,Łódź,Ograniczanie bezdomności zwierząt na terenie osiedla Wiskitno. 
2019,Łódź,Ograniczanie bezdomności zwierząt na terenie osiedla Chojny-Dąbrowa. 
2019,Łódź,Ograniczanie bezdomności zwierząt na terenie osiedla Rokicie. 
2019,Łódź,Remont Parkingu. 
2019,Łódź,Podwodny ogród - renowacja i ozdobienie muru w ogrodzie PM . 
2019,Łódź,Górniak dla ludzi: Proste i zielone chodniki na Górniaku! 
2019,Łódź,Bezpieczny rozwój dla naszych dzieci – zbudujmy plac zabaw na Obywatelskiej. 
2019,Łódź,Ograniczanie bezdomności zwierząt na terenie osiedla Chojny. 
2019,Łódź,Ciszej na osiedlu Nowe Rokicie. 
2019,Łódź,Toaleta nad Stawami Stefańskiego. 
2019,Łódź,Strefa zabawy i sportu od juniora do seniora. 
2019,Łódź,Chodniki na Rokiciu Etap I –Dubois. 
2019,Łódź,Pomoce dydaktyczne dla dzieci z PM . 
2019,Łódź,Park Rejtana w filmowej odsłonie – projekcie „pod chmurką” filmów dla dzieci i rodziców. 
2019,Łódź,Poprawa stanu sanitarno-higienicznego gabinetów lekarskich i zabiegowych w przychodni przy ul. Tatrzańskiej  - II etap prac inwestycyjnych. 
2019,Łódź,Cudeńka zdobiące historyczny warkocz Łodzi. 
2019,Łódź,Doposażenie placu zabaw- Pietrusińskiego /. 
2019,Łódź,"Wjazd do pergol po śmieci między blokami Pietrusińskiego /, a /. "
2019,Łódź,Zatoki parkingowe na Pietrusińskiego - poziome. 
2019,Łódź,Utwardzenie terenu w rejonie Pietrusińskiego/ Odolanowska. 
2019,Łódź,Monitoring bezpieczeństwa na Kozinach. 
2019,Łódź,Pietrusińskiego  - parking ogólnodostępny na  samochodów. 
2019,Łódź,Nowe boisko to dla dzieci wszystko- remont istniejącego boiska do siatkówki i piłki nożnej. 
